numberOfOccurrences;species;taxonKey;intraSpeciesPercentage
5995;Carduus carlinifolius;6063705;4.03
5991;Primula pedemontana;8095416;1.62
5980;Rhizomnium punctatum;8006324;91.61
5974;Romulea columnae;2743594;40.15
5961;Atocion armeria;7268098;23.54
5938;Lonicera japonica;5334240;1.18
5935;Centaurea calcitrapa;3128483;1.31
5930;Geum reptans;5369670;1.67
5918;Clypeola jonthlaspi;5375313;100.0
5909;Montia arvensis;7357900;34.89
5898;Hieracium tomentosum;3135701;2.44
5895;Cerastium latifolium;6363949;1.28
5887;Scrophularia alpestris;8264029;2.98
5886;Veronica verna;3172116;0.56
5883;Malva subovata;7279633;2.75
5862;Cherleria laricifolia;7734336;33.72
5844;Moenchia erecta;7841283;100.0
5843;Hypnum jutlandicum;2682005;12.7
5824;Elatine hexandra;5646074;59.89
5824;Arnoseris minima;3087403;100.0
5818;Ranunculus hederaceus;3033477;0.49
5817;Anthyllis barba-jovis;5352463;3.86
5815;Thinopyrum acutum;10731495;31.01
5814;Poterium verrucosum;5370457;1.87
5814;Streptopus amplexifolius;2752734;100.0
5808;Lysimachia punctata;3169340;1.21
5807;Arabis planisiliqua;5374933;6.39
5794;Leptodictyum riparium;2673526;100.0
5789;Phleum arenarium;2706011;3.32
5782;Genista germanica;5347824;1.98
5771;Luzula luzulina;7893447;1.45
5770;Valerianella eriocarpa;2888773;4.88
5758;Eritrichium nanum;2926332;100.0
5754;Coronilla valentina;5348633;3.6
5743;Hieracium caesioides;3135761;2.38
5742;Lactuca saligna;3140467;2.44
5737;Prunella hyssopifolia;5607908;1.92
5732;Phlomis lychnitis;3887383;59.73
5730;Oxalis pes-caprae;2891661;3.64
5723;Melampyrum vaudense;8006925;4.74
5714;Myosurus minimus;3033605;100.0
5711;Viola rupestris;7296242;0.99
5701;Antennaria carpatica;7847414;16.31
5694;Sphagnum capillifolium;8227194;9.27
5694;Astragalus danicus;5342838;4.49
5691;Onobrychis montana;2972610;10.18
5680;Saxifraga fragosoi;3753973;1.92
5674;Beta maritima;5383922;17.81
5671;Schoenoplectus tabernaemontani;2711157;15.85
5660;Epilobium roseum;3666800;1.18
5655;Pedicularis comosa;8180842;6.23
5651;Oxyrrhynchium hians;4279461;82.64
5642;Tulipa agenensis;7792557;17.35
5620;Lithodora fruticosa;5661164;100.0
5619;Selaginella denticulata;3709954;28.87
5615;Galium aristatum;2913280;0.48
5611;Iris germanica;5298069;2.54
5608;Azolla filiculoides;2650107;100.0
5596;Euphorbia illirica;3065519;0.57
5596;Helianthus tuberosus;3119175;50.43
5595;Ranunculus penicillatus;7278019;0.47
5587;Plagiomnium affine;8227677;20.28
5572;Brassica oleracea;3042845;13.64
5568;Prunus amygdalus;3020980;0.66
5559;Veronica cymbalaria;3172068;0.53
5550;Crocus nudiflorus;2747305;21.21
5548;Vallisneria spiralis;2865526;100.0
5544;Trifolium spadiceum;5358902;0.41
5540;Silene uniflora;8406661;0.72
5528;Phagnalon sordidum;3150083;50.12
5516;Onobrychis saxatilis;2972690;9.86
5510;Scorpiurus muricatus;5358302;100.0
5507;Gentiana brachyphylla;7270252;1.98
5501;Pedicularis tuberosa;7436512;6.06
5497;Sedum anglicum;5687974;1.85
5481;Myriophyllum alterniflorum;5361773;12.31
5476;Anchusa azurea;5341198;68.31
5474;Scolymus hispanicus;5403742;81.13
5469;Prunus cerasus;3021922;0.65
5469;Gladiolus dubius;2749813;17.3
5468;Thymelaea passerina;5420850;31.54
5464;Salicornia fruticosa;5567884;38.49
5463;Pentanema helveticum;10291118;4.32
5457;Briza minor;2702793;3.42
5457;Calamagrostis canescens;4108861;6.29
5456;Erodium moschatum;9419993;4.17
5449;Thesium pyrenaicum;5579175;10.41
5443;Cota tinctoria;5390618;56.96
5442;Papaver cambricum;3602683;2.28
5441;Neslia paniculata;9040863;100.0
5436;Sixalix maritima;7774867;30.44
5433;Trifolium aureum;5359060;0.41
5417;Ononis striata;2977206;2.42
5414;Ononis rotundifolia;2977131;2.42
5400;Crepis blattarioides;5403359;1.45
5391;Lonicera caerulea;5334269;1.07
5379;Cyperus esculentus;2716226;7.7
5366;Rhytidiadelphus squarrosus;2679707;43.77
5364;Stachys germanica;2927297;1.56
5357;Alchemilla pentaphyllea;3028493;5.35
5352;Carex pauciflora;2727907;0.25
5347;Althaea cannabina;3152519;9.58
5339;Eryngium alpinum;3633778;2.6
5332;Chara vulgaris;8405500;24.24
5331;Barbula unguiculata;5280516;100.0
5330;Lophocolea bidentata;4276916;40.28
5328;Epilobium alsinifolium;3189158;1.11
5326;Myrica gale;5414202;100.0
5321;Pseudathyrium alpestre;4017779;100.0
5318;Artemisia caerulescens;3121347;1.76
5301;Viscaria alpina;6364441;64.14
5300;Myosotis nemorosa;7730039;1.52
5298;Astragalus hypoglottis;5342839;4.17
5297;Helianthemum hirtum;3595086;2.05
5286;Inula helenium;3148340;100.0
5283;Nepeta nepetella;7309064;55.77
5272;Limonium narbonense;4089594;9.19
5265;Carduus nigrescens;7984807;3.54
5265;Lactuca alpina;7837439;2.24
5263;Oxalis articulata;2891664;3.35
5245;Cratoneuron filicinum;2673131;100.0
5233;Plagiochila porelloides;2688969;54.18
5227;Epilobium collinum;3666788;1.09
5223;Veronica austriaca;3172099;0.5
5219;Phalaris aquatica;5289746;3.81
5216;Serapias parviflora;5314849;8.01
5215;Tragus racemosus;5290126;100.0
5212;Festuca eskia;4114382;0.85
5209;Potentilla micrantha;5367683;0.62
5209;Linum campanulatum;7734774;2.42
5208;Quercus streimii;2880664;0.6
5206;Roemeria hispida;9587676;25.62
5202;Utricularia minor;3172414;19.09
5193;Knautia collina;8127054;3.01
5191;Carex curta;2724533;0.24
5186;Carex elongata;2723188;0.24
5181;Digitaria ischaemum;5290003;7.02
5178;Cistus ladanifer;6437976;4.1
5176;Cleistogenes serotina;4119142;100.0
5168;Crepis albida;7770027;1.38
5162;Orchis pallens;2810078;1.21
5158;Sonchus palustris;3105650;1.37
5153;Pinguicula alpina;5667864;13.33
5151;Utricularia vulgaris;3172427;18.9
5146;Melica minuta;4119222;3.45
5134;Codium bursa;2642675;44.85
5134;Helianthemum salicifolium;2874095;1.98
5133;Amaranthus bouchonii;5384361;4.63
5124;Arabis auriculata;5375105;5.64
5123;Pedicularis rostratospicata;7522816;5.64
5121;Poa supina;2704322;0.53
5119;Lewinskya striata;10045705;25.06
5112;Anemone baldensis;3927618;3.38
5107;Daphne alpina;7911301;3.81
5102;Luzula sudetica;2700802;1.28
5101;Xanthoselinum alsaticum;6027180;100.0
5097;Convolvulus althaeoides;2928400;1.99
5090;Pyrola chlorantha;2888276;19.63
5086;Apopellia endiviifolia;9557964;100.0
5084;Veronica sublobata;3725447;0.48
5081;Eragrostis pilosa;2705400;16.49
5076;Draba dubia;3049974;4.61
5069;Cicendia filiformis;3841406;100.0
5068;Euonymus latifolius;7433196;2.37
5065;Ononis fruticosa;2977293;2.27
5064;Lotus cytisoides;5356937;0.85
5061;Primula latifolia;7848152;1.36
5060;Veronica aphylla;3734339;0.48
5056;Pulicaria odora;3095683;4.74
5053;Centaurea stoebe;3127727;1.11
5051;Cerinthe minor;7294722;46.15
5048;Phagnalon saxatile;3150065;45.77
5044;Salix serpillifolia;5581905;0.69
5034;Saxifraga muscoides;7451673;1.7
5024;Cuscuta europaea;2927493;19.31
5010;Orthotrichum anomalum;12254365;24.82
5004;Crepis aurea;5403355;1.34
5002;Ophrys bertolonii;2792833;1.2
4998;Vicia bithynica;2975309;0.7
4989;Cyperus michelianus;2714056;7.14
4988;Deschampsia media;4143080;3.77
4988;Hieracium maculatum;7485421;2.07
4985;Achillea erba-rotta;9536147;1.12
4985;Erysimum collisparsum;3048073;15.39
4982;Scabiosa triandra;7301083;4.4
4974;Carlina corymbosa;3105391;3.46
4957;Lemna gibba;2867569;5.39
4943;Galium sylvaticum;2913288;0.42
4930;Dicranum viride;2675421;10.35
4927;Medicago marina;2965395;0.99
4923;Pinus pinea;5285165;1.48
4919;Carex capillaris;2729936;0.23
4914;Laburnum alpinum;5356343;13.63
4909;Lathyrus laevigatus;5356505;1.08
4903;Sison segetum;3634745;27.58
4896;Astragalus alopecurus;5344299;3.86
4895;Gastridium ventricosum;5289764;95.09
4892;Saxifraga hirsuta;3032748;1.65
4891;Lysimachia minima;7939955;1.02
4890;Erucastrum supinum;5375515;33.87
4889;Limosella aquatica;3172211;100.0
4888;Bunias erucago;3050357;36.28
4885;Camelina microcarpa;3042416;66.44
4884;Thinopyrum junceum;8395719;26.04
4882;Chenopodiastrum murale;8149099;22.49
4881;Hyacinthus orientalis;2772666;100.0
4879;Kalmia procumbens;7601217;100.0
4874;Achnatherum bromoides;4142335;11.85
4854;Catapodium marinum;4105452;9.48
4849;Ulota bruchii;8300054;46.0
4841;Fumaria vaillantii;5334216;5.14
4833;Fumana thymifolia;7365597;7.67
4830;Trifolium resupinatum;5359175;0.36
4827;Baldellia repens;2864552;29.67
4827;Mutellina adonidifolia;7318319;94.46
4812;Sisymbrium austriacum;3046913;6.26
4811;Sporobolus aculeatus;9379326;12.75
4802;Crepis mollis;5403596;1.29
4790;Thymelaea hirsuta;5523602;27.63
4788;Jasminum nudiflorum;3172266;88.01
4783;Geranium argenteum;2890636;0.47
4774;Ranunculus lanuginosus;7826351;0.4
4773;Gagea pratensis;5300102;8.23
4765;Helosciadium repens;7456091;8.57
4765;Chamorchis alpina;2791364;100.0
4764;Xeranthemum cylindraceum;3144033;51.26
4761;Ulota crispa;2671967;45.17
4750;Potentilla supina;5366090;0.56
4745;Gentiana asclepiadea;7270381;1.7
4741;Ranunculus circinatus;3033382;0.4
4739;Pleurochaete squarrosa;2671792;100.0
4733;Cladanthus mixtus;3110767;100.0
4721;Suaeda maritima;3083541;35.35
4707;Medicago littoralis;2965485;0.95
4705;Ranunculus fluitans;7277865;0.4
4700;Rumex intermedius;7638058;0.51
4697;Agrostis schraderiana;4116886;1.03
4691;Odontites jaubertianus;7564934;5.67
4679;Campanula thyrsoides;5410886;1.04
4679;Festuca valesiaca;2704966;0.76
4675;Helictotrichon sempervirens;4152037;12.76
4672;Astragalus onobrychis;5342618;3.68
4666;Polypogon monspeliensis;5289917;42.92
4663;Trapa natans;3188757;100.0
4653;Juncus triglumis;2701939;0.56
4649;Aira provincialis;5672964;6.15
4641;Colchicum bulbocodium;2739661;6.29
4637;Lactuca sativa;7403263;1.97
4635;Exaculum pusillum;3841586;100.0
4633;Hieracium humile;3134965;1.92
4633;Androsace villosa;7903019;8.37
4631;Brachythecium rivulare;2679967;16.74
4625;Mentha spicata;2927175;1.41
4620;Melilotus neapolitanus;2971074;4.32
4616;Arenaria controversa;5586802;3.26
4615;Symphytum bulbosum;7629613;3.66
4614;Epilobium alpestre;3663919;0.97
4613;Gentiana bavarica;7270316;1.65
4593;Teucrium flavum;3887754;0.85
4579;Rosa stylosa;3005325;0.99
4576;Stipa capillata;4143519;16.95
4576;Hyoscyamus niger;2928978;68.6
4565;Sphagnum denticulatum;2669035;7.44
4562;Eriophorum scheuchzeri;2730240;5.75
4560;Scorzoneroides montana;3133502;5.63
4556;Chara globularis;5270780;20.71
4541;Bupleurum stellatum;3636171;3.8
4537;Salix hastata;5372554;0.62
4530;Androsace adfinis;7290893;8.18
4530;Xeranthemum inapertum;3144041;48.74
4521;Neotinea tridentata;2812392;6.86
4512;Bellis annua;3117441;2.16
4507;Petrocallis pyrenaica;3050750;100.0
4507;Galium glaucum;2914515;0.38
4494;Persicaria minor;6391150;1.61
4490;Rosa gallica;3002530;0.97
4489;Oxalis dillenii;2891677;2.85
4487;Arenaria grandiflora;7553558;3.17
4483;Sium latifolium;3034530;100.0
4478;Najas minor;5329434;25.43
4475;Carex distachya;2724954;0.21
4471;Hieracium villosum;3136788;1.85
4468;Erigeron bonariensis;3146717;1.45
4466;Lepidium ruderale;5376616;4.09
4466;Asphodelus cerasifer;4931269;9.87
4465;Astragalus tragacantha;5346065;3.52
4463;Senecio lividus;3107156;1.19
4461;Campylopus introflexus;5281901;49.59
4453;Delphinium ajacis;3033833;18.24
4453;Polytrichum juniperinum;2683092;6.35
4452;Helianthus annuus;9206251;40.12
4452;Homalia trichomanoides;7571728;96.41
4449;Fumaria parviflora;5334215;4.73
4445;Potamogeton pusillus;8351789;3.8
4433;Pseudofumaria lutea;2888513;85.1
4423;Potamogeton gramineus;5301183;3.78
4419;Phyteuma globulariifolium;3166896;2.96
4416;Salsola kali;3083957;66.83
4412;Peyssonnelia squamaria;2667893;85.85
4404;Myosotis dubia;5661343;1.26
4402;Spergularia media;7570897;8.66
4396;Myosotis balbisiana;8435935;1.26
4395;Fissidens dubius;5283321;15.21
4391;Linaria pelisseriana;7886077;1.93
4385;Leucanthemum pallens;5400973;2.25
4381;Leonurus cardiaca;5341389;100.0
4379;Murbeckiella pinnatifida;3048749;100.0
4377;Crocus versicolor;2747502;16.73
4374;Gagea lacaitae;5300017;7.54
4368;Pedicularis kerneri;3742130;4.81
4356;Diplotaxis muralis;5376337;9.05
4330;Oxytropis helvetica;5360842;18.73
4330;Hypericum linariifolium;4933119;0.67
4327;Arenaria provincialis;5584607;3.06
4324;Gagea fragifera;5300170;7.46
4323;Alopecurus rendlei;5290073;2.44
4307;Myagrum perfoliatum;3047811;100.0
4307;Isoetes histrix;3585085;18.48
4305;Bromus inermis;2703670;0.51
4304;Myosotis martini;7935754;1.23
4304;Orthotrichum diaphanum;2672680;21.33
4303;Coincya richeri;3040587;21.05
4300;Amorpha fruticosa;5357407;100.0
4298;Marsilea quadrifolia;5274875;70.1
4295;Hypericum desetangsii;3712249;0.66
4291;Dianthus barbatus;3085421;2.22
4285;Bupleurum rigidum;6026935;3.59
4272;Jacobaea erratica;5388617;1.37
4271;Melia azedarach;5914287;100.0
4267;Bupleurum petraeum;8045299;3.57
4263;Plagiochila asplenioides;2688970;44.14
4253;Frullania tamarisci;2688738;18.98
4252;Sparganium natans;2702384;7.33
4247;Sagina glabra;3808825;4.91
4247;Lycium barbarum;2928835;75.97
4246;Schoenus ferrugineus;2709988;14.02
4246;Typha minima;5289492;5.4
4238;Cytisus villosus;5354639;1.88
4233;Alopecurus bulbosus;5672393;2.39
4229;Filago arvensis;3115875;8.52
4229;Empetrum nigrum;8925249;40.78
4223;Arctium nemorosum;5393111;3.59
4221;Encalypta streptocarpa;5280149;60.95
4220;Carex punctata;2725754;0.19
4218;Epilobium anagallidifolium;3189068;0.88
4213;Veronica acinifolia;8019690;0.4
4204;Chamaenerion fleischeri;3666407;4.53
4202;Veronica praecox;7331926;0.4
4198;Viola elatior;7707374;0.72
4194;Aubrieta deltoidea;3054117;100.0
4192;Pulmonaria obscura;5439925;4.7
4189;Astragalus alpinus;5345014;3.3
4187;Pseudisothecium myosuroides;8242683;100.0
4184;Euphorbia prostrata;3067891;0.42
4181;Sisymbrella aspera;3047402;100.0
4173;Pyrus cordata;5362519;9.11
4172;Galium maritimum;2914048;0.36
4172;Hippocrepis ciliata;5353690;2.23
4172;Pilosella aurantiaca;3122924;1.49
4170;Cochlearia danica;5373254;60.55
4167;Araujia sericifera;3170442;100.0
4163;Rosa glauca;3003709;0.9
4156;Noccaea caerulescens;3045463;7.15
4150;Galium pseudohelveticum;2914951;0.35
4146;Prunus fruticans;3022203;0.49
4141;Neotinea maculata;2812458;6.28
4126;Polycnemum majus;6447704;57.97
4115;Campanula cenisia;5411350;0.91
4108;Pedicularis foliosa;3724054;4.53
4105;Aconitum corsicum;3921843;7.2
4103;Limonium pseudominutum;4090752;7.15
4097;Cirsium erisithales;3113027;0.49
4096;Dactylorhiza elata;7861697;1.55
4095;Limonium auriculae-ursifolium;7298201;7.14
4092;Xanthium strumarium;3089154;17.37
4092;Sisymbrium irio;3046851;5.33
4090;Halimium umbellatum;7331332;47.19
4090;Echium plantagineum;2925895;2.84
4083;Phelipanche purpurea;8245539;41.71
4083;Sedum annuum;5362038;1.38
4079;Hyoseris radiata;3134555;86.81
4078;Myrrhis odorata;3034681;100.0
4072;Colchicum longifolium;2739801;5.52
4066;Veronica orsiniana;7332007;0.39
4065;Gypsophila vaccaria;8091998;19.05
4055;Ruppia maritima;2864004;65.82
4052;Kickxia commutata;8111514;5.91
4050;Amaranthus albus;7905507;3.65
4044;Abietinella abietina;5283402;100.0
4043;Chenopodium ficifolium;3083862;2.62
4042;Echinophora spinosa;5538709;100.0
4038;Limonium vulgare;3082322;7.04
4032;Carex binervis;2723521;0.19
4032;Euphorbia saratoi;3064279;0.41
4027;Sesleria argentea;4119703;4.53
4027;Cupressus sempervirens;2684030;84.28
4017;Picea pungens;5284871;3.22
4016;Centaurea nervosa;3127955;0.88
4013;Carex diandra;2723156;0.19
4010;Schoenoplectus triqueter;2711033;11.21
4009;Rhinanthus pumilus;10979285;4.35
4004;Laserpitium halleri;3630142;6.07
3989;Festuca auquieri;4128251;0.65
3979;Linum leonii;4048982;1.85
3977;Eragrostis pectinacea;2705420;12.9
3967;Anacamptis papilionacea;2808646;1.31
3951;Erica multiflora;7373031;1.91
3935;Leontodon hyoseroides;3137478;3.81
3933;Stellaria apetala;8311921;1.09
3932;Crepis bursifolia;5403541;1.05
3922;Halimeda tuna;2643307;100.0
3921;Allium scorodoprasum;9177060;1.54
3916;Valerianella coronata;7298858;3.31
3914;Saxifraga androsacea;3753798;1.32
3914;Leuzea pusilla;4245171;17.61
3912;Cistus laurifolius;3596501;3.1
3909;Asarina procumbens;3729273;100.0
3903;Anthemis maritima;3102820;12.04
3890;Bupleurum praealtum;6026972;3.26
3886;Noccaea brachypetala;3045473;6.68
3880;Polytrichum commune;2683084;5.53
3876;Halimium lasianthum;8237223;44.72
3875;Rosa montana;8180637;0.84
3874;Cryphaea heteromalla;12242463;100.0
3871;Achillea collina;7767460;0.87
3871;Poa laxa;2704212;0.4
3862;Lotus rectus;5354797;0.65
3855;Flabellia petiolata;5272079;33.68
3853;Trichophorum alpinum;2710560;14.24
3851;Angelica heterocarpa;5928331;2.2
3851;Cyperus flavescens;2730906;5.51
3849;Veronica fruticulosa;3731357;0.37
3847;Spergula pentandra;3085814;10.63
3844;Turgenia latifolia;3034778;100.0
3844;Gentiana burseri;7270220;1.38
3841;Serapias cordigera;5314725;5.9
3841;Geranium pratense;2891304;0.37
3838;Pulmonaria saccharata;5341203;4.3
3836;Sempervivum calcareum;4201278;4.99
3835;Agave americana;2767031;100.0
3833;Achillea filipendulina;3120284;0.86
3825;Potentilla hirta;5365512;0.45
3825;Plantago afra;7303104;0.39
3822;Paronychia kapela;7314246;36.82
3817;Juncus jacquinii;2701580;0.46
3817;Seseli libanotis;3034133;4.8
3810;Chenopodium vulvaria;3083932;2.47
3807;Ferula communis;8048981;80.44
3802;Artemisia glacialis;8102092;1.26
3799;Cneorum tricoccon;7483998;100.0
3799;Ranunculus monspeliacus;7276763;0.32
3795;Festuca longifolia;2704952;0.62
3786;Descurainia sophia;3044318;59.36
3784;Sparganium angustifolium;2702361;6.52
3783;Orthodicranum montanum;4278746;66.77
3780;Phedimus spurius;4201607;82.35
3776;Echinops sphaerocephalus;5392883;11.9
3764;Eryngium bourgatii;7318448;1.84
3763;Tripidium ravennae;6431296;100.0
3755;Bidens radiata;5392145;3.81
3754;Erigeron acer;3147223;1.21
3752;Euphorbia terracina;3064472;0.38
3749;Pilosella cymosa;3123422;1.33
3749;Ranunculus montanus;7456960;0.32
3747;Crepis pygmaea;5403377;1.0
3745;Helictochloa marginata;6559938;5.26
3744;Helosciadium inundatum;3631418;6.73
3740;Festuca trichophylla;8213826;0.61
3739;Veronica satureiifolia;8046918;0.36
3735;Dryopteris cristata;5275110;0.92
3735;Conringia orientalis;3040913;100.0
3734;Seseli annuum;3632301;4.69
3732;Globularia vulgaris;7265191;3.07
3726;Ophrys flavicans;2792725;0.9
3725;Pinguicula lusitanica;5667916;9.63
3724;Alkekengi officinarum;3797084;100.0
3718;Polygonum arenastrum;5334294;1.84
3717;Phyteuma ovatum;3166757;2.49
3712;Salix rubens;5372512;0.51
3711;Karpatiosorbus latifolia;9306058;85.13
3708;Callitriche hamulata;8347953;7.41
3703;Verbascum phlomoides;3171948;2.13
3699;Androsace helvetica;4006455;6.68
3698;Petasites paradoxus;3088296;9.43
3696;Alchemilla transiens;8901057;3.69
3692;Potentilla nivalis;5366085;0.44
3690;Dryopteris villarii;7319100;0.9
3690;Allium narcissiflorum;2856400;1.45
3682;Alchemilla glaucescens;3027452;3.68
3680;Pulsatilla halleri;3929423;4.42
3680;Saxifraga callosa;7478310;1.24
3675;Centaurea benedicta;3127691;0.81
3673;Hydrocotyle ranunculoides;7978544;7.71
3670;Leontodon hirtus;3137445;3.56
3669;Silphiodaucus prutenicus;9540150;100.0
3669;Seseli tortuosum;7904530;4.61
3668;Parentucellia latifolia;8049400;100.0
3661;Carex austroalpina;2728864;0.17
3657;Verbascum boerhavii;8309638;2.11
3655;Trifolium pallescens;5359121;0.27
3651;Convolvulus lineatus;3677112;1.43
3649;Chaenomeles japonica;3000610;100.0
3648;Sanionia uncinata;2681651;100.0
3647;Rosa villosa;12205752;0.79
3646;Narcissus dubius;2859205;5.13
3638;Scilla verna;2767415;11.29
3638;Circaea intermedia;8186928;3.38
3637;Stellaria glochidisperma;7990388;1.01
3635;Aquilegia bertolonii;3921309;5.32
3634;Tamarix africana;2874702;34.75
3626;Sideritis endressii;7307817;16.38
3623;Centaurea collina;3128943;0.8
3622;Potamogeton trichoides;5642073;3.09
3619;Lepidium latifolium;5376692;3.32
3618;Muscari botryoides;2772094;3.46
3618;Arabis sagittata;5374838;3.98
3618;Arthrocaulon macrostachyum;9417609;100.0
3609;Puccinellia distans;2704688;42.08
3608;Salicornia perennis;5383932;25.41
3607;Trifolium saxatile;5359144;0.27
3603;Bellardiochloa variegata;4138686;100.0
3599;Cerastium siculum;3085474;0.78
3597;Prunus brigantina;3021637;0.43
3595;Pentanema spiraeifolium;10108775;2.84
3588;Rumex bucephalophorus;2888993;0.39
3588;Climacium dendroides;2678415;100.0
3585;Linaria arvensis;5562956;1.58
3582;Verbascum virgatum;3171954;2.06
3579;Damasonium alisma;5328689;82.79
3578;Syntrichia montana;7846682;17.67
3577;Phyla nodiflora;5341112;100.0
3576;Phlomis herba-venti;7307235;37.26
3575;Sequoiadendron giganteum;2684120;100.0
3571;Herminium monorchis;5310578;100.0
3571;Astragalus hamosus;5342681;2.81
3570;Trifolium patens;5359260;0.27
3569;Festuca flavescens;4124251;0.58
